title,year,genres,avg rating,rating,tags
Mean Girls,2004,Comedy,3.76,3.5|4.5|4.0|3.5|3.0|2.5|3.5|4.0|4.5|5.0|4.0|4.5|3.0|4.0|2.5|5.0|3.0|3.5|3.5|3.5|3.5|4.5|4.5|4.0|3.0|3.5|4.5|3.0|3.5|4.0|4.5|4.5|2.5|3.5|5.0|3.0|3.5|3.5|4.0,clever|lesbian subtext|high school
Soul Plane,2004,Comedy,3.75,3.0|4.5,N/A
Dear Frankie,2004,Drama,3.75,3.5|4.0,ireland
Bad Education (La mala educación),2004,Drama,3.75,4.0|4.5|3.5|4.5|4.5|4.0|1.5|3.5,N/A
Intimate Strangers (Confidences trop intimes),2004,Drama,3.75,4.5|3.0,N/A
Mean Creek,2004,Drama,3.75,3.0|4.5,revenge
"Merchant of Venice, The",2004,Drama,3.75,3.5|4.0|4.5|3.0,shakespeare
"Librarian: Quest for the Spear, The",2004,Action,3.75,3.5|4.0,N/A
Halloweentown High,2004,Adventure,3.75,3.5|4.0,N/A
Sideways,2004,Comedy,3.74,4.0|2.5|4.0|3.0|3.0|5.0|5.0|4.5|5.0|3.5|2.0|5.0|4.0|3.0|2.5|5.0|4.5|3.5|3.5|3.0|4.0|3.5|4.0|4.0|4.0|5.0|4.0|4.0|4.0|4.0|2.5|3.0|4.5|3.5|1.0|3.0|5.0|3.5|4.0,wine
Closer,2004,Drama,3.72,4.0|4.0|4.5|4.0|4.0|4.0|4.0|4.0|4.0|1.5|4.0|3.5|4.0|2.5|3.5|4.0,N/A
Garden State,2004,Comedy,3.71,3.5|2.0|3.0|4.0|4.5|4.5|4.5|3.0|4.5|5.0|4.5|3.0|4.0|4.5|3.5|4.0|5.0|4.5|4.0|4.0|0.5|3.5|2.5|2.5|3.5|4.5|4.0|4.0|4.5|4.0|5.0|4.5|3.0|3.5|4.0|4.0|3.5|5.0|2.5|2.0|4.0|4.5|3.0|3.5|2.5|3.0|4.0|3.5,psychology
Before Sunset,2004,Drama,3.7,4.0|4.0|2.0|1.0|4.5|4.0|5.0|4.5|4.5|4.0|4.0|4.0|4.0|3.0|3.0,generation x
Ray,2004,Drama,3.68,3.5|4.0|2.0|3.5|3.5|4.0|4.0|4.0|4.0|1.5|3.0|3.5|4.5|4.0|4.0|4.0|4.0|5.0|4.0,biopic
Ladder 49,2004,Action,3.67,4.5|3.5|3.5|4.0|3.0|3.5,N/A
"Final Cut, The",2004,Sci-Fi,3.67,3.0|3.5|4.5,N/A
"Very Long Engagement, A (Un long dimanche de fiançailles)",2004,Drama,3.67,3.5|3.0|5.0|3.0|3.5|4.0,N/A
Gunner Palace,2004,Documentary,3.67,4.0|4.0|3.0,N/A
The Butterfly Effect,2004,Drama,3.63,3.5|4.5|4.5|4.0|2.5|3.0|2.5|3.0|3.5|4.0|0.5|5.0|1.0|4.0|4.0|3.5|4.0|3.5|3.5|1.0|3.5|3.0|4.5|3.5|4.0|3.5|4.0|4.0|4.5|4.0|4.0|5.0|4.5|4.0|4.0|4.5|4.0|3.5|5.0|4.5|5.0|4.0|3.5|2.5|1.5|4.0,science fiction|sci-fi|alternate reality|time travel
Man on Fire,2004,Action,3.63,4.0|2.0|2.0|5.0|3.5|4.0|4.5|4.0|2.0|3.5|3.0|2.0|3.5|3.5|4.5|4.0|4.5|3.5|5.0|3.0|2.0|4.0|2.0|4.5|4.0|4.5|5.0|4.0|3.0|4.0|3.5|4.5|2.5|4.5|4.0,N/A
Finding Neverland,2004,Drama,3.61,2.5|1.0|3.5|3.0|4.0|2.0|4.0|4.0|3.5|3.5|4.0|3.0|4.0|4.0|4.5|3.5|4.5|3.5|4.0|4.0|4.0|4.0|4.0|4.0|4.0|4.0|4.0|5.0|3.5|2.5|2.0|4.5,peter pan
After the Sunset,2004,Action,3.58,5.0|3.0|3.5|3.5|2.5|4.0,N/A
Kung Fu Hustle (Gong fu),2004,Action,3.58,3.5|4.0|2.5|0.5|3.5|5.0|4.0|5.0|4.0|3.0|4.0|4.0|5.0|3.5|4.0|4.5|0.5|2.5|5.0,N/A
Shrek 2,2004,Adventure,3.58,3.5|2.5|3.5|4.0|5.0|1.0|3.5|4.5|3.5|2.0|4.0|4.5|3.0|4.0|4.0|2.0|4.0|3.5|3.0|2.0|2.5|5.0|4.0|4.0|4.0|5.0|4.0|3.0|3.5|5.0|4.0|5.0|4.0|4.0|2.0|3.0|4.0|3.5|4.5|4.0|4.0|4.0|4.0|3.5|3.0|4.0|3.0|3.0|3.0|3.0|1.5|3.5|5.0|3.5|3.5|3.5|4.0|4.0|3.5|3.5|5.0|3.5|4.0|0.5|3.5|4.0|3.5|4.5|2.5|5.0|3.0|2.0|4.0|4.5|3.5|5.0|4.0|5.0|4.0|2.5|3.0|3.5|3.5|4.5|3.0|3.0|4.0|3.5|1.0|3.0|4.0|4.5,ogres
"Notebook, The",2004,Drama,3.57,5.0|5.0|3.5|5.0|3.0|3.0|4.0|3.5|2.5|4.0|1.0|4.0|3.5|3.0|2.5|5.0|1.0|4.0|4.0|4.5|4.5|2.0|3.5|3.5|5.0|3.5|4.0|5.0|5.0|3.5|3.5|1.5|2.5|3.5|5.0|2.0|4.0|3.0,sad|romance|memory loss
Friday Night Lights,2004,Action,3.56,2.5|3.5|4.5|4.0|3.0|4.0|3.5|3.5,N/A
50 First Dates,2004,Comedy,3.55,3.5|3.0|3.5|5.0|4.0|3.0|4.5|2.5|2.0|4.5|5.0|4.5|0.5|4.0|5.0|4.0|4.0|4.0|4.0|3.0|2.5|3.5|4.0|2.5|4.0|4.0|4.5|4.0|3.0|5.0|3.5|4.0|3.5|2.0|4.0|3.5|4.0|4.0|4.0|3.5|4.0|2.5|4.0|1.5|3.0|2.0|3.5,N/A
Dodgeball: A True Underdog Story,2004,Comedy,3.55,4.5|5.0|3.5|4.0|4.5|2.5|4.5|1.0|4.5|0.5|3.0|4.0|4.0|4.0|4.0|4.0|3.5|4.0|3.0|4.0|3.0|3.0|4.5|4.0|3.5|3.0|3.5|4.0|3.5|4.0|4.0|4.0|4.5|1.0|3.0|4.0|4.5|2.0|3.5,N/A
Final Fantasy VII: Advent Children,2004,Action,3.55,4.5|4.0|4.0|4.0|5.0|2.0|2.5|4.0|2.5|3.0,N/A
"Aviator, The",2004,Drama,3.53,3.5|4.0|3.0|4.0|3.0|1.0|4.0|3.5|2.0|4.0|3.0|4.0|4.0|4.0|4.5|2.5|4.0|4.0|4.0|3.5|1.5|3.5|5.0|4.0|4.0|2.5|3.5|4.0|4.0|4.0|3.0|4.0|3.0|3.5|4.5,biopic|movie business|howard hughes
House of Flying Daggers (Shi mian mai fu),2004,Action,3.52,2.0|3.5|3.5|3.5|3.5|3.5|4.0|3.5|2.5|4.5|2.5|4.0|3.0|3.0|4.0|4.0|3.5|3.5|4.0|4.5|4.0|2.5|4.0|4.0|3.5,martial arts
Super Size Me,2004,Comedy,3.51,0.5|3.0|5.0|4.0|4.0|4.0|4.5|4.0|3.5|4.5|2.5|1.0|3.5|4.5|3.5|4.0|4.0|4.0|4.5|3.5|3.0|4.0|3.0|3.5|3.0|2.0|3.0|1.0|3.5|3.0|4.5|4.0|4.0|2.0|3.5|3.5|4.0|5.0|4.5|4.0|3.5|3.0|4.0|3.0|3.5|4.0|4.0|3.0|4.0|3.5,mcdonalds|food
"Reckoning, The",2004,Crime,3.5,3.5,N/A
Spartan,2004,Thriller,3.5,3.5|3.5|3.5,N/A
Never Die Alone,2004,Crime,3.5,3.5,N/A
The Alamo,2004,Drama,3.5,3.5|3.0|3.5|4.5|3.5|3.0,N/A
"Punisher, The",2004,Action,3.5,3.0|3.0|3.0|4.0|5.0|4.0|2.0|4.0|3.5|3.0|4.5|2.0|5.0|3.0,comic book
Breakin' All the Rules,2004,Comedy,3.5,3.5,N/A
Two Brothers (Deux frères),2004,Adventure,3.5,3.5,N/A
A Home at the End of the World,2004,Drama,3.5,3.5,N/A
Suspect Zero,2004,Crime,3.5,3.5,N/A
Vanity Fair,2004,Drama,3.5,3.5|3.5|3.5,N/A
Stage Beauty,2004,Drama,3.5,3.5,N/A
Millions,2004,Children,3.5,3.0|4.0|3.0|4.0,saints|religion
Slasher,2004,Documentary,3.5,3.5,N/A
In My Father's Den,2004,Drama,3.5,3.5,N/A
Casshern,2004,Action,3.5,3.5,N/A
"Assassination of Richard Nixon, The",2004,Crime,3.5,3.5|3.5,N/A
Incident at Loch Ness,2004,Adventure,3.5,3.5,N/A
Eros,2004,Drama,3.5,3.5,N/A
Before the Fall (NaPolA - Elite für den Führer),2004,Drama,3.5,3.5,N/A
New Police Story (Xin jing cha gu shi),2004,Action,3.5,3.5,N/A
Survive Style 5+,2004,Fantasy,3.5,3.5,N/A
"Libertine, The",2004,Drama,3.5,3.5,N/A
Helter Skelter,2004,Action,3.5,3.5,N/A
Land of Plenty (Angst and Alienation in America),2004,Drama,3.5,3.5,N/A
"Wake Up, Ron Burgundy",2004,Comedy,3.5,3.5,N/A
Zebraman,2004,Comedy,3.5,3.0|4.0,N/A
Farscape: The Peacekeeper Wars,2004,Action,3.5,2.0|4.0|4.0|4.0,N/A
"I, Robot",2004,Action,3.49,3.5|3.5|4.0|4.0|3.0|4.5|4.0|3.5|4.0|4.0|4.0|2.5|3.5|4.0|4.5|4.5|4.5|4.0|2.5|3.5|5.0|3.0|3.0|4.5|3.5|4.0|3.0|3.0|5.0|4.0|3.0|0.5|2.5|3.5|4.5|3.5|2.5|4.0|4.0|2.0|3.0|4.0|4.5|3.5|1.5|4.5|4.0|2.5|3.0|3.0|4.0|3.5|4.0|3.5|2.5|4.5|3.0|3.0|0.5|4.5|3.0,N/A
Fahrenheit 9/11,2004,Documentary,3.49,0.5|2.0|4.0|3.0|2.0|3.5|3.5|3.0|3.0|3.5|3.5|4.0|4.0|3.5|4.5|4.5|2.5|3.0|3.5|4.0|3.0|4.0|4.5|4.0|4.0|4.0|4.0|3.5|3.5|3.5|4.0|4.0|4.0|3.5|3.5|4.0|3.0,terrorism|politics
"Life Aquatic with Steve Zissou, The",2004,Adventure,3.49,2.5|5.0|2.5|4.5|1.0|4.0|5.0|3.0|4.0|4.5|3.5|3.0|1.0|3.5|4.5|3.0|4.5|3.0|2.5|4.0|3.0|2.0|3.5|4.0|3.0|4.5|3.0|4.5|2.0|4.5|3.5|3.0|4.0|4.0|5.0|3.0|4.0,heartwarming|off-beat comedy|whimsical|quirky|trippy|visually appealing
Team America: World Police,2004,Action,3.47,3.5|4.0|5.0|2.0|1.5|3.5|5.0|4.0|2.0|3.5|4.0|2.5|2.0|1.5|2.5|3.5|5.0|3.5|4.0|5.0|4.5|4.5|2.5|1.0|4.0|4.0|5.0|3.0|4.0|4.0|3.0|4.0,N/A
Harold and Kumar Go to White Castle,2004,Adventure,3.46,4.0|4.0|4.0|4.5|4.0|3.0|2.0|3.0|5.0|3.0|4.0|4.0|4.0|4.0|3.5|3.5|1.0|4.0|3.5|2.5|3.5|4.0|4.0|4.0|3.0|0.5|4.0|3.0|4.0|4.0|2.5|2.5|4.0|4.0,N/A
In Good Company,2004,Comedy,3.45,3.5|3.0|4.0|2.5|3.5|4.0|3.0|4.5|3.0|3.0|4.0,busniess
I Heart Huckabees,2004,Comedy,3.45,1.0|2.0|3.5|4.0|3.5|4.0|3.5|4.5|3.5|2.5|4.0|3.5|3.0|2.0|4.5|4.5|4.5|3.5|2.5|5.0|3.5,N/A
Troy,2004,Action,3.43,5.0|4.0|4.0|3.5|4.0|3.0|3.5|4.5|3.5|0.5|3.5|4.0|4.5|3.0|2.5|5.0|3.0|3.5|3.0|4.0|0.5|3.5|3.5|3.0|3.0|3.0|4.0|3.0|4.0|4.0|4.5|3.0|3.0|4.0|3.0|3.0|5.0|4.0|2.5|4.0|2.5|2.0|3.5|3.5|4.5|4.0|3.0|2.5,N/A
Dirty Dancing: Havana Nights,2004,Romance,3.4,3.0|3.0|4.0|2.5|4.5,N/A
Hellboy,2004,Action,3.38,3.5|3.0|3.0|4.0|3.5|1.0|3.5|4.5|4.0|4.0|3.0|3.5|4.5|4.0|3.0|4.0|3.0|2.0|5.0|2.5|5.0|3.5|3.0|3.0|3.0|4.5|4.0|1.5|3.5|2.0|4.0|4.5|3.0|3.5|2.5|0.5|3.5|3.5|3.0|5.0|4.0,N/A
Spanglish,2004,Comedy,3.36,4.0|3.0|3.0|2.5|3.5|3.5|4.0|4.0|2.0|4.0|3.5,sweet|adam sandler|family
Ella Enchanted,2004,Comedy,3.36,3.5|4.0|3.0|3.5|3.0|3.0|3.5,N/A
Miracle,2004,Drama,3.35,3.0|4.0|3.0|2.0|4.0|4.5|3.0|3.5|3.0|3.5,N/A
Wicker Park,2004,Drama,3.33,3.5|4.0|2.5,N/A
First Daughter,2004,Comedy,3.33,5.0|2.5|2.5|2.0|3.0|5.0,N/A
3 Extremes (Three... Extremes) (Saam gaang yi),2004,Horror,3.33,4.0|3.5|2.5,N/A
Napoleon Dynamite,2004,Comedy,3.32,2.5|5.0|3.0|2.0|5.0|3.0|4.0|4.0|2.0|3.5|4.0|4.5|3.5|1.5|1.5|5.0|3.5|4.0|3.5|2.5|4.5|3.0|3.0|3.5|3.0|4.0|4.5|4.0|4.5|4.0|4.0|0.5|1.0|3.0|3.0|3.0|3.0,high school
"Terminal, The",2004,Comedy,3.32,3.5|4.5|4.5|2.5|3.5|4.0|4.0|3.5|4.0|4.0|3.0|3.0|3.0|3.5|4.5|3.5|4.5|0.5|3.0|3.5|3.5|4.0|4.0|3.0|4.0|3.0|4.0|3.0|3.0|2.0|3.0|4.5|4.0|3.5|3.5|4.0|5.0|1.0|1.0|3.5|4.0|3.5|2.0|2.5|2.0|3.0|2.5,N/A
Hidalgo,2004,Adventure,3.32,3.0|3.5|3.5|3.0|3.0|3.5|4.0|3.0|3.0|4.0|3.0,N/A
"Chronicles of Riddick, The",2004,Action,3.3,4.0|2.5|2.5|2.0|0.5|3.5|3.5|4.0|3.5|3.0|4.0|3.5|3.0|4.0|3.0|4.5|3.5|4.0|2.0|5.0|3.0|4.5|3.0,N/A
Secret Window,2004,Mystery,3.3,4.0|0.5|3.0|4.0|3.0|3.5|2.5|4.0|3.0|4.0|3.5|4.5|3.0|3.0|4.0,N/A
Outfoxed: Rupert Murdoch's War on Journalism,2004,Documentary,3.3,4.0|4.5|4.0|3.0|1.0,N/A
Ocean's Twelve,2004,Action,3.29,4.0|3.0|4.5|5.0|3.0|4.0|4.0|0.5|3.5|3.0|3.0|2.5|3.0|2.5|2.5|3.0|4.0|4.0|4.0|4.0|2.0|3.0|3.5|3.5|3.0|2.0|5.0|2.5|1.5|4.5|3.0|4.0|3.5|4.5|3.5|2.0|5.0|3.0|4.0|3.5|2.5|1.0|4.5,N/A
Starsky & Hutch,2004,Action,3.29,3.0|4.5|4.0|1.5|3.0|4.0|4.0|4.0|3.0|4.0|2.0|4.0|3.0|2.5|2.5|3.0|3.5|3.0|4.0|2.5|4.0,N/A
"Cinderella Story, A",2004,Comedy,3.28,2.5|3.0|4.5|2.5|3.5|2.5|3.0|3.0|5.0,N/A
National Treasure,2004,Action,3.26,2.5|4.0|3.5|3.0|5.0|3.5|4.0|3.5|2.0|4.0|3.5|3.5|4.0|4.0|3.5|3.0|2.0|4.0|4.0|3.5|3.5|3.5|4.0|2.0|4.0|2.0|3.0|4.0|3.0|3.5|2.0|1.0|4.0|3.5|3.0|2.5|1.0|4.5,N/A
Welcome to Mooseport,2004,Comedy,3.25,4.0|3.0|2.5|3.5,N/A
Taking Lives,2004,Crime,3.25,3.5|3.5|3.0|3.0,N/A
Paper Clips,2004,Documentary,3.25,2.5|4.0,holocaust
Bride & Prejudice,2004,Comedy,3.25,3.5|3.0,N/A
Night Watch (Nochnoy dozor),2004,Action,3.25,2.0|4.5|3.5|3.0,N/A
"Village, The",2004,Drama,3.19,1.0|3.5|3.5|4.5|4.0|3.0|2.0|3.5|2.0|3.0|2.0|3.0|3.0|3.5|4.0|3.0|3.5|4.5|4.5|5.0|3.0|3.0|2.0|2.5|3.5|3.0,good soundtrack|m. night shyamalan|atmospheric
13 Going on 30,2004,Comedy,3.19,2.5|3.5|5.0|3.0|3.0|3.5|3.0|2.0|4.5|3.0|3.5|3.0|3.0|3.0|3.5|3.0|2.5|3.0|3.5|3.0|3.0,mark ruffalo
Saw,2004,Horror,3.18,4.0|3.5|2.0|3.5|5.0|4.5|4.0|0.5|5.0|2.5|3.0|3.0|4.5|4.0|3.5|2.0|3.0|4.0|0.5|3.0|4.0|4.0|3.5|2.5|4.0|4.0|2.0|0.5|4.0|0.5|4.5|3.5|3.0,suspense|disturbing|mindfuck|clever|brutal|great ending|surprise ending
Metallica: Some Kind of Monster,2004,Documentary,3.17,2.5|3.5|3.5,N/A
"Phantom of the Opera, The",2004,Drama,3.17,2.0|3.0|3.0|5.0|3.5|3.5|3.0|4.0|3.5|3.0|1.0|3.5,N/A
"Love Song for Bobby Long, A",2004,Drama,3.17,2.5|3.5|3.5,N/A
It's All Gone Pete Tong,2004,Comedy,3.17,2.0|3.5|4.0,N/A
Lemony Snicket's A Series of Unfortunate Events,2004,Adventure,3.16,4.0|3.5|3.5|2.5|3.0|3.0|4.0|1.5|3.0|2.0|2.0|2.0|4.0|3.5|4.0|3.5|3.5|2.0|3.5|3.0|4.5|3.5|2.5|4.0|3.5,meryl streep|quirky|stylized|jim carrey|dark comedy
"Whole Ten Yards, The",2004,Action,3.14,4.0|2.5|5.0|2.0|3.0|2.0|3.5,N/A
"Polar Express, The",2004,Adventure,3.14,1.0|3.0|3.0|3.5|3.5|3.0|4.5|3.0|5.0|2.0|3.0,N/A
EuroTrip,2004,Adventure,3.13,3.0|4.0|3.0|2.0|0.5|4.0|4.5|4.5|2.5|3.0|1.5|3.0|3.0|4.0|4.5,N/A
"Girl Next Door, The",2004,Comedy,3.13,4.0|2.5|3.5|3.5|1.0|3.5|4.0|1.5|5.0|2.5|2.5|3.5|3.0|4.0|1.0|3.5|4.0|3.5|2.0|4.5,N/A
Kinsey,2004,Drama,3.13,4.0|1.0|4.0|3.0|3.5|2.0|3.5|4.0,N/A
Wimbledon,2004,Comedy,3.11,4.5|3.5|2.5|3.0|3.5|3.0|1.5|2.0|4.5,N/A
Meet the Fockers,2004,Comedy,3.11,3.5|3.0|4.5|4.0|3.5|0.5|3.0|4.0|1.5|3.5|3.5|3.0|2.5|3.5|2.0|3.5|2.0|3.0|3.5|3.0|2.5|3.5|2.5|4.0|3.5|4.0|4.0|2.0|1.0|5.0|4.0|3.0|3.0,ben stiller|robert de niro
Melinda and Melinda,2004,Comedy,3.1,2.5|4.0|2.5|3.5|3.0,N/A
"Prince & Me, The",2004,Comedy,3.07,4.0|3.0|4.0|2.0|3.0|3.0|2.5,N/A
"Day After Tomorrow, The",2004,Action,3.05,3.0|2.5|1.0|3.0|3.5|3.0|4.0|3.0|1.5|3.0|2.0|3.5|4.0|3.5|4.0|2.0|3.0|3.0|1.5|4.0|3.5|2.5|4.5|3.0|3.0|3.5|3.5|3.0|4.5|3.0|3.0|4.0|2.0|4.5|4.0|2.5|4.5|3.5|2.5|2.5|2.5|2.0|2.5|3.0|4.0|3.5|1.5|1.5|4.0|3.0,N/A
Along Came Polly,2004,Comedy,3.04,5.0|5.0|3.5|3.5|3.0|1.0|3.0|4.0|3.5|3.5|2.5|3.5|3.0|2.0|3.5|2.5|2.5|2.5|2.0|4.0|1.5|3.5|2.0|3.0,N/A
"Manchurian Candidate, The",2004,Thriller,3.04,2.5|3.0|2.5|3.5|3.5|3.0|2.0|3.5|3.0|3.5|3.5|3.0,N/A
Bridget Jones: The Edge of Reason,2004,Comedy,3.03,3.5|3.0|3.0|4.0|2.0|3.5|3.5|2.5|5.0|1.0|4.0|4.0|3.0|3.0|2.0|3.0|2.5|3.5|2.0|2.5,N/A
Walking Tall,2004,Action,3,3.0|3.5|4.0|3.5|3.0|1.0,N/A
Shall We Dance?,2004,Comedy,3,2.5|3.0|3.5,N/A
Eulogy,2004,Comedy,3,3,N/A
Vera Drake,2004,Drama,3,3.0|4.0|4.0|1.0,abortion
Undertow,2004,Crime,3,3,N/A
"SpongeBob SquarePants Movie, The",2004,Adventure,3,2.0|4.0,N/A
Bush's Brain,2004,Documentary,3,3,N/A
Ginger Snaps: Unleashed,2004,Horror,3,3,N/A
Down to the Bone,2004,Drama,3,3,N/A
Ginger Snaps Back: The Beginning,2004,Fantasy,3,3,N/A
"Keys to the House, The (Chiavi di casa, Le)",2004,Drama,3,3,N/A
Imaginary Heroes,2004,Comedy,3,3.5|2.5,N/A
"Life and Death of Peter Sellers, The",2004,Comedy,3,3,N/A
Steamboy (Suchîmubôi),2004,Action,3,3.0|3.0,N/A
Godzilla: Final Wars (Gojira: Fainaru uôzu),2004,Action,3,3,N/A
November,2004,Drama,3,3,N/A
Creep,2004,Horror,3,3,N/A
Cashback,2004,Comedy,3,3,N/A
Earthsea (Legend of Earthsea),2004,Adventure,3,3,N/A
King Arthur,2004,Action,2.96,1.0|3.0|3.5|3.0|4.0|3.0|2.0|3.0|4.5|3.0|2.0|2.0|4.5,N/A
Jersey Girl,2004,Comedy,2.94,4.0|3.0|2.5|3.0|4.0|3.5|1.0|2.5,N/A
Resident Evil: Apocalypse,2004,Action,2.93,3.0|4.0|2.0|4.0|3.0|3.0|2.0|4.0|3.0|2.0|2.0|5.0|2.0|2.0,N/A
Flight of the Phoenix,2004,Action,2.88,3.0|3.0|3.0|2.5,N/A
Cellular,2004,Action,2.86,3.0|3.0|1.0|4.0|3.0|3.0|3.0,N/A
Blade: Trinity,2004,Action,2.86,3.5|0.5|3.0|3.0|2.0|4.0|3.0|2.5|3.0|3.0|4.5|4.0|1.5|2.5,N/A
White Chicks,2004,Action,2.83,3.5|2.5|2.5|2.5|4.0|2.0,N/A
D.E.B.S.,2004,Action,2.83,3.0|3.5|2.0,N/A
AVP: Alien vs. Predator,2004,Action,2.82,3.0|2.5|4.0|1.0|1.5|2.0|2.0|2.0|4.5|4.5|3.0|2.0|4.0|3.0|1.5|5.0|2.5,N/A
Win a Date with Tad Hamilton!,2004,Comedy,2.81,3.0|3.0|3.0|4.0|3.0|3.5|0.5|2.5,N/A
"Perfect Score, The",2004,Comedy,2.75,3.0|3.5|3.0|1.5,N/A
Twisted,2004,Thriller,2.75,3.5|2.0,N/A
Envy,2004,Comedy,2.75,2.5|3.0|3.0|2.5,N/A
Laws of Attraction,2004,Comedy,2.75,3.0|2.5|1.0|4.5,N/A
Raising Helen,2004,Comedy,2.75,3.5|3.0|2.0|2.5,N/A
Thunderbirds,2004,Action,2.75,2.5|3.0,N/A
Surviving Christmas,2004,Comedy,2.75,3.0|2.5,N/A
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),2004,Comedy,2.75,2.5|3.0,N/A
Van Helsing,2004,Action,2.71,3.0|2.0|3.5|1.5|3.0|4.5|3.0|3.0|2.0|1.5|3.0|3.0|3.0|3.0|2.5|2.5|2.0|4.0|3.0|1.5|2.0|3.5|3.0|2.0,N/A
Mindhunters,2004,Action,2.67,3.5|2.0|2.5,N/A
Mr. 3000,2004,Comedy,2.67,2.0|3.5|2.5,N/A
Cube Zero,2004,Horror,2.67,3.0|3.5|1.5,N/A
Sky Captain and the World of Tomorrow,2004,Action,2.64,1.0|1.0|3.5|1.5|2.0|1.5|4.0|4.0|2.5|3.0|2.0|3.5|2.0|3.5|4.0|2.5|3.5|2.5,N/A
"Passion of the Christ, The",2004,Drama,2.62,2.5|3.5|3.5|5.0|0.5|3.5|4.0|3.0|0.5|2.5|2.5|2.5|0.5,religion
"Ladykillers, The",2004,Comedy,2.57,3.5|1.5|3.0|2.5|2.5|0.5|1.0|3.5|3.0|4.5|0.5|4.0|2.5|3.5,N/A
Godsend,2004,Drama,2.5,2.5|2.5,N/A
"Hunting of the President, The",2004,Documentary,2.5,2.5,politics
Around the World in 80 Days,2004,Adventure,2.5,3.0|1.5|3.0,N/A
"Door in the Floor, The",2004,Drama,2.5,2.5,N/A
"Princess Diaries 2: Royal Engagement, The",2004,Comedy,2.5,1.5|3.0|2.5|3.5|1.5|2.0|3.5,N/A
Exorcist: The Beginning,2004,Horror,2.5,3.5|2.0|2.0,N/A
"Forgotten, The",2004,Drama,2.5,3.5|2.0|2.0|2.5|2.5,N/A
Birth,2004,Drama,2.5,2.0|3.5|2.0,N/A
Christmas with the Kranks,2004,Children,2.5,2.5|2.5,N/A
Blueberry,2004,Adventure,2.5,2.5,N/A
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",2004,Action,2.5,2.5,N/A
Comic Book: The Movie,2004,Comedy,2.5,2.5,N/A
"Bobby Jones, Stroke of Genius",2004,Drama,2.5,2.5,N/A
Saint Ralph,2004,Comedy,2.5,2.5,N/A
Pusher II: With Blood on My Hands,2004,Action,2.5,2.5,N/A
Mulan II,2004,Action,2.5,2.5,N/A
Confessions of a Teenage Drama Queen,2004,Comedy,2.38,3.0|1.5|3.0|2.0,N/A
Shark Tale,2004,Animation,2.35,1.0|2.5|3.0|1.5|3.0|0.5|2.5|3.5|2.0|3.0|3.5|3.0|1.5,N/A
Paparazzi,2004,Drama,2.33,3.0|1.0|3.0,N/A
Alfie,2004,Comedy,2.33,2.0|3.0|2.0,N/A
Garfield: The Movie,2004,Animation,2.3,5.0|1.0|3.0|0.5|2.0,N/A
"Grudge, The",2004,Horror,2.3,3.0|2.5|2.0|2.5|2.0|2.0|3.0|2.0|1.5|2.5,N/A
Torque,2004,Action,2.25,2.0|2.5,N/A
Scooby-Doo 2: Monsters Unleashed,2004,Action,2.25,2.0|1.5|3.0|2.5,N/A
"Stepford Wives, The",2004,Comedy,2.25,2.0|3.0|2.5|2.5|3.0|1.0|2.5|3.0|2.5|0.5|2.0|2.5,N/A
Employee of the Month,2004,Comedy,2.25,2.5|2.0,N/A
Alexander,2004,Action,2.2,2.5|3.5|3.0|2.5|1.0|3.0|3.0|1.0|1.5|1.0,N/A
Barbershop 2: Back in Business,2004,Comedy,2.17,2.0|1.0|3.5,N/A
Little Black Book,2004,Comedy,2.17,3.0|2.0|1.5,N/A
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),2004,Action,2.17,3.0|0.5|3.0,N/A
You Got Served,2004,Drama,2.13,3.5|2.5|0.5|2.0,N/A
Club Dread,2004,Comedy,2.08,1.5|1.0|2.0|2.0|3.0|3.0,N/A
"Big Bounce, The",2004,Comedy,2,3.0|0.5|2.5|2.0,N/A
Catch That Kid,2004,Action,2,2,N/A
Against the Ropes,2004,Comedy,2,2.0|2.0,N/A
Without a Paddle,2004,Comedy,2,2.5|3.0|2.5|3.0|0.5|2.0|0.5,N/A
Tremors 4: The Legend Begins,2004,Action,2,2,N/A
Beyond the Sea,2004,Drama,2,2,N/A
Mysterious Skin,2004,Drama,2,0.5|3.5,N/A
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,2004,Comedy,2,2,N/A
Anacondas: The Hunt for the Blood Orchid,2004,Adventure,1.75,1.5|2.0,N/A
Taxi,2004,Action,1.75,2.0|1.5,N/A
Being Julia,2004,Comedy,1.75,2.5|1.0,stage
Seed of Chucky (Child's Play 5),2004,Comedy,1.75,1.5|0.5|2.0|3.0,N/A
Bring It On Again,2004,Comedy,1.75,2.0|1.5,N/A
Starship Troopers 2: Hero of the Federation,2004,Action,1.5,2.0|1.0,N/A
Fat Albert,2004,Comedy,1.5,1.5|1.5,N/A
Catwoman,2004,Action,1.33,1.0|1.5|0.5|2.0|2.0|1.0|0.5|1.5|2.0,N/A
Hellevator,2004,Horror,1,1,N/A
Species III,2004,Action,1,1,N/A
Boy Eats Girl,2005,Comedy,5,5,N/A
Stuart Little 3: Call of the Wild,2005,Animation,5,5,N/A
